userId,negative_samples
35,"[5545, 8348, 8852, 5076, 6880, 1245, 377, 4142, 5404, 1185, 5488, 3357, 2968, 949, 6841, 6496, 8484, 848, 5815, 4322, 1516, 7963, 4677, 8031, 8029, 7086, 4913, 8935, 197, 1956, 7924, 4442, 5360, 1989, 4754, 6856, 4357, 7981, 8872, 242, 7430, 4132, 3788, 8746, 8436, 1792, 3742, 446, 1279, 4759, 3834, 5440, 4723, 7207, 2986, 6100, 3756, 1056, 999, 7304, 8061, 7385, 3254, 8039, 3168, 2357, 2618, 7279, 5007, 1735, 7318, 4314, 459, 8289, 8513, 7926, 4419, 171, 5353, 8695, 1760, 1626, 4268, 4738, 496, 1973, 1217, 6475, 8176, 2242, 3019, 7711, 8505, 1725, 4236, 2841, 1488, 5043, 9064]"
36,"[3867, 5042, 4256, 564, 578, 8986, 6242, 2852, 6083, 1532, 1830, 2404, 6300, 525, 4429, 2022, 2769, 18, 8913, 4208, 5813, 3365, 2296, 3491, 7002, 878, 5434, 2873, 3914, 8217, 2360, 3652, 7747, 6577, 7045, 2813, 582, 385, 733, 19, 1563, 6206, 8336, 2638, 5632, 2201, 7162, 3893, 1873, 4896, 5948, 2396, 6280, 2348, 8423, 3502, 6346, 918, 7540, 8684, 7499, 1612, 5388, 5610, 8126, 1096, 4694, 3378, 7845, 877, 2326, 4041, 5569, 3245, 1804, 3667, 5698, 6558, 5033, 2719, 3064, 8841, 4779, 7944, 7008, 2137, 6279, 2553, 7982, 2232, 3972, 3141, 3276, 1680, 834, 3388, 8342, 198, 5240]"
37,"[8423, 5502, 1443, 3891, 84, 1666, 5528, 1112, 7112, 3334, 5887, 7279, 4044, 258, 54, 1969, 5460, 4743, 4359, 638, 1595, 7794, 2076, 2817, 8191, 2637, 4488, 1556, 8485, 2393, 6761, 2928, 3233, 8778, 6248, 5364, 3237, 4862, 7498, 1812, 7333, 3877, 1859, 5808, 4357, 3102, 2055, 1743, 4673, 5015, 6657, 2649, 7505, 3124, 6324, 6252, 1896, 2385, 2764, 5550, 3788, 4902, 759, 8698, 9044, 3110, 6996, 1139, 7928, 8275, 4376, 8903, 6894, 373, 3210, 3207, 6603, 2157, 1887, 3789, 8009, 7482, 1206, 3851, 5039, 5268, 842, 6726, 1674, 1698, 5820, 374, 138, 7754, 2969, 8044, 6303, 8938, 2750]"
38,"[6060, 558, 5495, 221, 191, 5056, 4099, 1437, 2519, 6641, 1978, 3635, 5275, 7638, 4351, 5744, 914, 4146, 5170, 3644, 7601, 3761, 6014, 1746, 6961, 3753, 8357, 4637, 2923, 8256, 8287, 7338, 2454, 1139, 4446, 6038, 7060, 3109, 6561, 4629, 6232, 5819, 8283, 6456, 3972, 8761, 6895, 6538, 1926, 6358, 2388, 4358, 4521, 8420, 2035, 5753, 5511, 7878, 6169, 2633, 8826, 1970, 7815, 7107, 4631, 1140, 633, 6053, 2179, 4316, 4494, 6205, 6973, 4633, 6717, 946, 1361, 7541, 4605, 5414, 451, 4280, 3200, 4657, 1952, 8763, 5410, 6165, 296, 833, 1337, 6184, 1515, 3767, 9035, 4477, 2848, 4591, 8537]"
39,"[155, 1304, 8358, 6424, 1539, 1778, 5117, 7507, 9061, 5907, 6904, 1148, 6902, 5386, 3390, 1492, 8186, 5865, 2654, 2231, 1534, 1216, 7070, 8116, 6566, 4056, 3212, 2318, 5315, 1964, 2883, 3174, 7466, 1443, 3925, 862, 3941, 4570, 8054, 43, 2141, 5613, 9019, 289, 8593, 6101, 7678, 6276, 2144, 3453, 7180, 3506, 6567, 3739, 6762, 4060, 2540, 3984, 2970, 9031, 7523, 6600, 3919, 3411, 2025, 1322, 6675, 7063, 1550, 8370, 3633, 3308, 8976, 3889, 6964, 6292, 9054, 1444, 2382, 9003, 7968, 8492, 8764, 8859, 900, 1834, 3721, 4091, 8508, 6861, 6559, 1397, 4507, 8093, 1484, 6419, 4321, 5725, 3040]"
40,"[5359, 41, 4627, 4253, 5000, 8222, 2243, 5341, 2189, 8327, 5170, 2981, 7757, 1178, 2149, 6588, 3306, 3778, 8196, 7420, 5635, 4577, 7240, 8655, 7567, 5437, 9059, 5494, 3315, 8206, 6237, 3042, 4504, 4138, 7389, 7683, 7728, 115, 4213, 9057, 1243, 1685, 5311, 2449, 7916, 5334, 3871, 6888, 7206, 6568, 321, 4731, 5397, 8804, 6952, 7172, 594, 5642, 6275, 7214, 5488, 6773, 2292, 8822, 7595, 5370, 5678, 5447, 3532, 3912, 2500, 3287, 4397, 7911, 8798, 4610, 539, 5728, 5183, 3379, 802, 7887, 7610, 4717, 5339, 2536, 4227, 2350, 5844, 1100, 8814, 4938, 4874, 5702, 3889, 7811, 7287, 2395, 8171]"
41,"[1684, 6579, 3993, 1607, 2783, 8812, 7777, 9052, 5458, 4363, 2377, 5263, 7511, 1773, 8636, 1312, 3270, 5605, 758, 2228, 8954, 8782, 3304, 2382, 5145, 4029, 6513, 177, 2567, 2444, 7575, 6240, 3049, 4192, 6047, 1408, 2875, 4188, 3573, 1916, 3424, 7367, 4228, 8056, 2019, 6952, 5403, 4959, 8857, 7208, 1735, 580, 6412, 6110, 1661, 1061, 5441, 8183, 8466, 939, 1145, 5196, 1232, 6521, 2684, 5434, 3739, 3928, 1622, 7643, 2715, 2981, 3904, 3669, 489, 8434, 6808, 5729, 5248, 5838, 5884, 8040, 6858, 3277, 1628, 5869, 7813, 6378, 5083, 1855, 8669, 5596, 1757, 5625, 4722, 5686, 2798, 7699, 2604]"
42,"[8697, 732, 1702, 8640, 2950, 2152, 8452, 7722, 3594, 1282, 5110, 5235, 500, 6226, 8353, 8210, 6598, 7371, 7543, 3658, 5478, 8930, 6371, 8509, 3241, 350, 3795, 5729, 5722, 8061, 2404, 5068, 8727, 6885, 8633, 4770, 2143, 2956, 897, 7630, 1768, 5463, 2813, 4727, 5803, 8006, 626, 4691, 4740, 7788, 6764, 8578, 4635, 5054, 9007, 7802, 4779, 5523, 8044, 1878, 4298, 4162, 2239, 4272, 8347, 3445, 4462, 4414, 7399, 2195, 2685, 5672, 1626, 3858, 3956, 7540, 2373, 2691, 5465, 4542, 890, 5351, 868, 2970, 4645, 5278, 4938, 1735, 2368, 8432, 4199, 3922, 4337, 4503, 3678, 4581, 920, 2336, 3533]"
43,"[1266, 1585, 4098, 3844, 8125, 2975, 1194, 3379, 1541, 7415, 6280, 3291, 2875, 2058, 5472, 5412, 6103, 4406, 3018, 8407, 6669, 882, 7871, 3797, 6020, 8374, 2855, 4784, 3000, 1558, 6203, 7595, 3472, 4929, 3153, 8298, 6336, 6645, 6216, 6159, 3754, 5199, 6979, 576, 5876, 189, 3231, 2434, 8031, 3780, 3665, 4767, 2085, 8160, 2333, 3433, 7628, 1773, 8369, 7537, 2911, 4817, 1381, 5717, 612, 7015, 6988, 8619, 1270, 7318, 1330, 750, 253, 1217, 6322, 5130, 8604, 638, 6875, 7100, 8808, 6846, 8709, 7844, 7125, 4296, 3523, 2189, 7193, 498, 3450, 5731, 5762, 8361, 7365, 128, 2084, 5300, 2388]"
44,"[1758, 179, 8259, 6489, 684, 8376, 2806, 2545, 4843, 6035, 4402, 6161, 3590, 3335, 8548, 165, 6359, 261, 3884, 6769, 4105, 5693, 805, 1498, 1244, 1776, 6487, 923, 8859, 443, 7176, 6523, 2500, 2286, 7029, 1716, 5056, 268, 8374, 6735, 3908, 1637, 8175, 5080, 6434, 7646, 3511, 6903, 6820, 1337, 8171, 133, 1512, 2790, 2092, 8193, 7322, 6058, 8161, 5482, 2407, 4250, 6911, 3573, 5786, 3265, 8501, 52, 2527, 3586, 3258, 2134, 6403, 338, 2853, 1009, 6956, 1454, 8957, 4263, 399, 7198, 256, 6368, 6507, 7912, 6137, 67, 1497, 2382, 3051, 418, 2451, 2829, 2332, 5126, 538, 7003, 6255]"
45,"[191, 3304, 4085, 2401, 2721, 6878, 2030, 2421, 4888, 3249, 4886, 3633, 6928, 8841, 3984, 8569, 4924, 1910, 1972, 6193, 5751, 409, 4281, 3076, 5476, 3033, 415, 8691, 708, 8746, 238, 4931, 3282, 7503, 491, 4681, 2694, 8284, 8268, 4197, 8868, 1750, 5893, 3489, 6355, 4792, 3169, 2034, 7043, 687, 4974, 3390, 3682, 6895, 7869, 7294, 1976, 8187, 7085, 2767, 4436, 7139, 6466, 8649, 2122, 2361, 6213, 130, 5209, 6327, 8499, 6989, 5444, 5126, 6569, 5057, 3000, 3712, 5999, 5959, 1412, 462, 3484, 1380, 5519, 168, 3204, 3388, 4322, 8950, 8712, 993, 7083, 2763, 2474, 8506, 7825, 1129, 6665]"
46,"[7870, 4515, 4891, 1823, 6378, 5720, 3103, 6368, 6866, 5768, 6737, 6469, 8607, 5614, 8935, 7885, 8427, 3639, 182, 1478, 7296, 744, 2528, 674, 3435, 7344, 2763, 2432, 408, 5492, 5658, 1462, 786, 3102, 5460, 8238, 7487, 3319, 8979, 4970, 2015, 1644, 2543, 5032, 1729, 2404, 7158, 7251, 2673, 3160, 834, 6838, 3847, 4603, 2217, 1654, 8009, 2253, 1844, 5622, 1753, 2660, 3983, 7529, 1772, 131, 2040, 709, 1691, 488, 997, 2873, 1929, 7888, 1847, 2486, 798, 4721, 3381, 2112, 7436, 2582, 5649, 4123, 6934, 7598, 386, 461, 2131, 1531, 723, 1853, 7136, 5386, 6270, 5762, 6805, 2774, 4484]"
47,"[5451, 2744, 4048, 2096, 1391, 6031, 5197, 5679, 3854, 324, 29, 2430, 951, 8230, 5088, 661, 1127, 8576, 8130, 4628, 2861, 8245, 6626, 3421, 4257, 3574, 851, 5063, 737, 6452, 1534, 5528, 3540, 1217, 758, 6843, 4727, 5406, 7484, 8235, 1821, 7463, 6883, 7015, 7165, 5777, 7908, 3886, 4493, 7849, 5497, 8220, 2379, 7051, 6264, 8940, 7425, 5602, 5060, 5920, 1185, 6684, 4956, 6172, 4862, 927, 1886, 2538, 1673, 5583, 5733, 7561, 6967, 766, 9063, 1130, 6299, 8996, 6463, 2075, 8019, 3536, 669, 15, 4366, 4267, 7086, 390, 3688, 9018, 4272, 4359, 4131, 963, 4674, 4783, 7635, 1357, 2719]"
48,"[8681, 1188, 5788, 1217, 7924, 5160, 6698, 5095, 6642, 1960, 7055, 8997, 8145, 5885, 3920, 340, 5646, 697, 1899, 4227, 6828, 8435, 6258, 8786, 1150, 8576, 7911, 8506, 4934, 6591, 4146, 558, 5271, 6570, 3824, 953, 5037, 895, 2358, 8296, 4435, 912, 3033, 4047, 5161, 5560, 58, 3513, 1396, 3507, 6237, 2161, 7386, 4453, 1191, 3470, 5837, 7667, 6371, 8929, 7764, 1766, 7975, 6224, 7513, 3999, 842, 4636, 2677, 2108, 5363, 7334, 2592, 3260, 8899, 9005, 2399, 6891, 8661, 7608, 5050, 5745, 5335, 2422, 2910, 2855, 1735, 5153, 2209, 3583, 5092, 3722, 670, 6586, 6918, 6184, 8294, 3664, 8229]"
49,"[2923, 2785, 4341, 8508, 8200, 7636, 2138, 4095, 385, 7078, 5465, 2648, 1375, 1453, 5653, 4861, 1885, 1855, 7827, 1613, 4518, 5999, 7777, 2471, 5695, 6213, 6718, 7721, 1844, 7542, 8641, 8038, 5480, 8439, 4144, 4225, 3252, 3026, 3153, 4332, 3230, 6243, 1973, 8493, 2200, 6068, 6995, 3220, 4294, 3734, 7260, 7208, 7165, 5450, 3200, 8948, 8954, 3604, 1311, 2833, 7141, 5446, 9040, 6563, 8555, 127, 3956, 1978, 5171, 6083, 5266, 7555, 4575, 3627, 6241, 8552, 6790, 8673, 3284, 6177, 7843, 3261, 7036, 7389, 6165, 6309, 1411, 5193, 4867, 3861, 651, 6758, 2966, 511, 4809, 2504, 5020, 5326, 3810]"
50,"[7557, 7296, 3608, 6791, 6836, 896, 2794, 471, 1429, 5601, 6817, 8807, 7393, 3524, 2397, 103, 2926, 7652, 3965, 6444, 8422, 3263, 6581, 1979, 305, 6129, 6366, 2145, 8042, 6413, 4353, 6713, 6905, 1067, 7718, 941, 4601, 2872, 5149, 7769, 8847, 2810, 1748, 5220, 6337, 5792, 8813, 3509, 6110, 2303, 8203, 4780, 2932, 4688, 6501, 1380, 717, 8527, 5054, 3550, 1916, 7983, 7502, 1801, 6228, 3290, 805, 4219, 1340, 6392, 4805, 7051, 1896, 943, 6142, 8670, 8178, 3901, 5580, 1847, 4325, 7584, 5696, 7623, 2439, 5173, 6748, 4544, 8296, 3049, 7290, 3348, 3632, 1546, 4369, 5891, 973, 3025, 5143]"
51,"[5103, 5026, 6541, 741, 5384, 3780, 5655, 6255, 409, 7986, 6459, 4855, 6833, 5221, 6351, 1079, 5585, 2604, 1450, 7244, 2693, 1003, 6129, 1168, 813, 3639, 3361, 4950, 821, 146, 2936, 112, 979, 7209, 4806, 8973, 7973, 6418, 499, 6791, 8531, 1134, 7071, 3171, 6250, 9010, 1883, 8945, 3253, 567, 67, 8628, 2478, 6046, 8336, 4684, 5527, 2111, 7169, 8066, 8210, 3584, 517, 4068, 3623, 7242, 3480, 1973, 7429, 155, 4945, 1716, 3500, 2700, 1957, 278, 1313, 7566, 6021, 7840, 7029, 7500, 95, 2871, 2735, 1156, 3254, 6748, 3703, 8548, 8057, 8557, 1920, 7933, 7901, 2035, 1012, 5252, 5773]"
52,"[994, 1480, 7750, 5369, 6063, 302, 7327, 1513, 1417, 1052, 8113, 5024, 3504, 6074, 8246, 2455, 7285, 7037, 133, 8121, 7097, 6055, 3003, 4324, 4260, 4899, 6622, 2633, 4753, 5195, 5164, 2749, 678, 8208, 4307, 5688, 3675, 7760, 8092, 571, 8423, 4756, 5136, 6182, 8159, 2105, 6222, 7574, 8508, 3257, 7447, 626, 4746, 7237, 559, 5169, 4308, 1323, 6158, 672, 1651, 1351, 4310, 3570, 3630, 392, 3203, 5379, 7162, 5573, 3538, 423, 1878, 6170, 4055, 8557, 304, 2793, 6387, 6065, 4502, 4399, 1612, 1003, 4551, 6486, 8822, 4630, 7671, 1534, 2559, 6470, 5435, 7757, 3875, 3730, 4315, 6285, 7109]"
53,"[4739, 1572, 947, 6431, 8586, 6241, 6706, 4088, 5347, 2839, 226, 1893, 8428, 2198, 7227, 3999, 7577, 8045, 9043, 2221, 1393, 6861, 2760, 4501, 4035, 3529, 1130, 902, 2132, 583, 6490, 3371, 38, 4877, 7658, 9054, 5186, 1630, 7556, 1573, 4843, 7329, 1623, 3505, 681, 4847, 5218, 950, 4159, 2550, 2956, 8568, 3432, 2361, 7815, 1145, 3789, 6427, 6057, 5460, 8657, 4589, 3324, 8397, 6195, 6112, 1465, 4977, 6322, 8638, 7892, 464, 1904, 5160, 1969, 4660, 3303, 6188, 4496, 2306, 2273, 3278, 3442, 2683, 7509, 1061, 151, 3414, 8319, 5332, 6508, 955, 2322, 8650, 4878, 7213, 577, 8904, 6924]"
54,"[8552, 1674, 8283, 8995, 6708, 3420, 7197, 7076, 5627, 1578, 6306, 1467, 3112, 4539, 2941, 6183, 288, 270, 2074, 6032, 3850, 4714, 2224, 7821, 1961, 1014, 2245, 8009, 5073, 7383, 4532, 697, 1451, 2532, 9002, 659, 6621, 3468, 5259, 8207, 862, 5554, 7350, 8423, 5384, 8333, 6937, 2649, 6896, 5376, 978, 3060, 8912, 7177, 8886, 1797, 5436, 1144, 5594, 7418, 3105, 5938, 1881, 1187, 1919, 3135, 7399, 4608, 8969, 7291, 8764, 7939, 209, 3793, 2001, 4969, 2355, 8063, 3922, 1905, 5016, 7745, 1707, 8674, 5108, 4809, 4685, 2658, 3332, 7969, 3319, 8960, 598, 7487, 7876, 768, 8049, 553, 1035]"
55,"[6074, 8247, 3858, 8475, 8930, 3108, 3131, 6805, 4345, 3632, 2817, 2810, 2905, 7546, 2554, 1031, 4863, 4451, 906, 2340, 5327, 1281, 2544, 4608, 71, 4136, 3223, 2835, 8282, 5232, 4746, 7312, 7028, 4959, 4196, 494, 8584, 1394, 2555, 8888, 5499, 8470, 7960, 2655, 5996, 6726, 617, 3008, 3238, 5459, 1320, 8582, 7025, 375, 7811, 4584, 4421, 7459, 7989, 4374, 1925, 2504, 4891, 5622, 2954, 6508, 8749, 3593, 6649, 4190, 7424, 5099, 3967, 8367, 239, 6849, 7229, 6603, 8510, 8597, 5845, 1548, 6105, 1484, 6831, 1898, 4761, 9035, 1487, 5901, 5938, 1139, 8566, 4827, 8357, 8950, 3304, 7824, 6651]"
56,"[2777, 7850, 4315, 444, 7960, 6414, 6841, 3518, 5492, 1436, 6068, 6912, 5851, 5668, 6510, 7263, 6758, 7961, 7406, 8784, 1037, 1161, 8914, 5742, 3403, 1510, 7762, 4761, 1420, 5294, 705, 4938, 566, 3857, 4512, 613, 1895, 3572, 8238, 1144, 8835, 1565, 7717, 3882, 1459, 916, 7447, 5152, 7035, 6425, 43, 2480, 692, 306, 7797, 4748, 6575, 5051, 3750, 1198, 7393, 5712, 7251, 8375, 6241, 4960, 4279, 8161, 637, 1407, 7008, 7324, 1191, 6060, 5420, 7718, 1551, 4419, 5346, 5326, 5513, 2167, 8638, 5179, 1773, 2419, 5625, 6905, 3401, 6517, 3730, 2864, 8674, 8065, 8933, 1678, 5128, 7803, 5761]"
57,"[3298, 5445, 248, 8049, 5608, 4074, 4441, 1237, 4485, 68, 4053, 5222, 5303, 7184, 1858, 5493, 5801, 4230, 8875, 8185, 1881, 8627, 4913, 6199, 4314, 5083, 5939, 7922, 5651, 7862, 7477, 8537, 3606, 3863, 4992, 3416, 8648, 8959, 8350, 5185, 5891, 3923, 4428, 1281, 1097, 5635, 5775, 7087, 3162, 1499, 2058, 5476, 1293, 5124, 4488, 1863, 6449, 1250, 1430, 2705, 6695, 4449, 7517, 7189, 5160, 7113, 2977, 1798, 1438, 8576, 3148, 8498, 3538, 5682, 6526, 7038, 1650, 7137, 5453, 4514, 7100, 4201, 4798, 4483, 2865, 3292, 3209, 662, 6785, 7058, 6626, 6546, 503, 1460, 5460, 2434, 6505, 7760, 3839]"
58,"[1914, 8472, 552, 804, 6601, 1989, 1561, 5886, 8527, 2536, 5821, 8557, 1996, 7142, 2153, 7230, 1923, 3132, 6115, 5664, 4092, 6513, 1696, 1375, 1368, 3040, 7299, 2658, 4670, 7545, 3425, 189, 2875, 3228, 4959, 2521, 4605, 6043, 1532, 5766, 1775, 758, 318, 6557, 3885, 1717, 4344, 6501, 5784, 3231, 377, 7836, 8983, 6284, 7195, 858, 456, 2562, 1430, 1938, 4198, 4049, 6311, 3766, 3926, 2099, 1179, 1467, 6435, 6134, 6230, 2367, 1873, 430, 8361, 5850, 5402, 3320, 1969, 4370, 1198, 8061, 3585, 3292, 932, 6078, 3812, 5315, 1095, 125, 2703, 8655, 687, 8532, 4149, 3229, 3777, 8698, 2866]"
59,"[707, 4523, 8903, 1633, 4052, 5469, 4535, 5197, 5062, 3726, 2098, 1673, 8766, 5144, 1466, 2288, 7347, 5314, 6967, 1203, 5606, 6071, 2643, 2765, 7037, 7116, 7238, 7624, 5716, 161, 1614, 35, 6629, 697, 686, 7654, 3443, 1331, 6258, 2946, 506, 2805, 4255, 7377, 6121, 7587, 8548, 58, 3540, 6372, 7926, 5854, 3360, 3392, 2356, 4397, 4651, 290, 3467, 7603, 233, 4738, 8681, 4852, 8727, 8186, 5939, 1830, 4861, 8838, 8356, 4608, 2358, 2688, 7464, 6362, 3123, 7304, 2929, 1671, 3105, 4075, 5424, 5497, 2417, 7669, 585, 3760, 5894, 6308, 1999, 4167, 1561, 8788, 2721, 3472, 6654, 6317, 977]"
60,"[3717, 4908, 4446, 5249, 7703, 6416, 2875, 2342, 5239, 750, 8624, 8117, 4535, 90, 802, 3509, 3067, 8603, 4756, 2442, 8534, 6585, 5314, 7238, 8474, 4537, 930, 6470, 3646, 4734, 3177, 1996, 1729, 701, 1246, 2233, 8755, 123, 1631, 7329, 7990, 4341, 216, 3818, 6088, 119, 2154, 3891, 81, 6892, 2204, 7707, 7042, 1234, 3887, 745, 4639, 3121, 6133, 4452, 7125, 3062, 2602, 3743, 7473, 5010, 3794, 6543, 8724, 6817, 3417, 4326, 8332, 6751, 7458, 6222, 2906, 7520, 8750, 3439, 2386, 5799, 5315, 1623, 2601, 6014, 639, 5287, 8815, 5433, 1513, 385, 2132, 1768, 252, 3615, 1272, 1947, 7023]"
61,"[8924, 2258, 1572, 4217, 7234, 8564, 7211, 4745, 1626, 7911, 292, 7734, 8342, 969, 2388, 2366, 3481, 42, 5865, 6466, 5212, 8436, 796, 6244, 2847, 77, 3361, 560, 4410, 728, 3583, 2987, 6862, 5181, 2919, 8911, 5980, 1027, 1169, 4605, 3726, 1164, 3887, 7688, 8210, 7459, 7372, 7778, 2621, 5772, 4831, 2115, 7902, 4619, 7460, 2676, 5454, 1269, 3141, 4653, 2636, 7703, 6394, 2839, 4165, 7804, 7440, 3664, 6319, 1439, 1719, 4929, 1792, 4028, 3862, 663, 3102, 4656, 549, 5536, 4469, 2881, 5135, 8005, 8382, 1010, 6139, 6545, 4583, 2339, 4466, 5883, 4996, 6048, 695, 8959, 1406, 5038, 6976]"
62,"[587, 2490, 8827, 2075, 7863, 2139, 7093, 750, 7267, 5882, 6438, 8718, 5994, 8551, 4260, 5930, 4849, 7555, 7100, 5064, 7135, 7642, 5848, 8370, 3079, 7817, 3775, 1153, 5487, 197, 1325, 3209, 2044, 6139, 2744, 8165, 3495, 228, 7419, 1188, 1020, 2917, 6735, 7571, 8408, 8573, 449, 4510, 5224, 4349, 4488, 1703, 4245, 3037, 163, 2480, 1843, 6849, 4634, 5121, 8796, 4156, 2819, 8433, 945, 5961, 733, 4360, 6824, 52, 3499, 2881, 3661, 5520, 7362, 4270, 8425, 1121, 3066, 1104, 7574, 6088, 6039, 1013, 8330, 2918, 6658, 4022, 1793, 4687, 1272, 6219, 357, 13, 2576, 5138, 8657, 8587, 1199]"
63,"[1939, 6277, 2052, 763, 1093, 4985, 96, 8417, 2980, 3206, 8116, 5450, 4204, 2503, 2747, 3534, 5230, 6652, 5771, 63, 6144, 1131, 7713, 5068, 8960, 4570, 8282, 6737, 1470, 1332, 4282, 6045, 2714, 3160, 2169, 4138, 7331, 8930, 2670, 6759, 8665, 224, 6292, 5576, 1778, 8101, 8949, 7100, 4982, 1411, 8180, 9032, 8428, 5359, 8833, 3904, 6437, 5750, 4013, 1179, 477, 4309, 4187, 8438, 8568, 8234, 2036, 7058, 8388, 1561, 8713, 3736, 5392, 5156, 5739, 3332, 1433, 7821, 7571, 8399, 8277, 4919, 5531, 3314, 4930, 5430, 5271, 8186, 2707, 2607, 7510, 3367, 5182, 8022, 2700, 7370, 2219, 2494, 6266]"
64,"[413, 5184, 4813, 8056, 6767, 757, 2979, 5847, 4898, 2329, 5715, 7325, 4361, 6405, 1130, 1159, 1495, 3455, 7647, 6062, 6373, 3789, 8756, 1312, 777, 1171, 7863, 2409, 8353, 2027, 7208, 8924, 3317, 3228, 5287, 126, 7499, 4806, 348, 2818, 7744, 7546, 7547, 1725, 3671, 6752, 6827, 3437, 2767, 5992, 3075, 5540, 2863, 8269, 57, 1069, 1041, 2546, 1612, 1441, 1498, 8377, 6501, 5088, 6852, 1661, 176, 1847, 5374, 422, 6419, 2509, 497, 4936, 6360, 2164, 1786, 6826, 3331, 1172, 6142, 7763, 7733, 8790, 6802, 3090, 3101, 6905, 6702, 1085, 7563, 3435, 5175, 5875, 6605, 1099, 1576, 5709, 3014]"
65,"[747, 7667, 7100, 9053, 4375, 5392, 3103, 1614, 175, 2474, 2645, 3476, 4490, 11, 5866, 4900, 3624, 5872, 1467, 207, 1747, 4671, 8379, 4314, 3631, 2215, 1488, 5785, 7132, 1275, 4100, 3735, 3852, 6558, 1890, 5265, 8534, 5596, 5829, 4828, 784, 5112, 8438, 619, 338, 1776, 2297, 5819, 3039, 6806, 1955, 5033, 214, 5718, 6165, 1704, 6903, 3409, 6043, 7865, 6242, 7410, 6327, 1739, 7604, 2986, 909, 7974, 2455, 8985, 385, 2043, 6748, 4498, 3947, 1241, 4154, 4991, 7527, 5360, 7855, 7486, 8946, 7022, 1105, 3708, 3774, 4678, 3218, 8930, 8142, 2718, 25, 5456, 5339, 8131, 7997, 7767, 4748]"
66,"[1721, 7473, 4705, 7701, 1241, 5602, 1425, 1373, 3717, 7331, 6232, 3536, 6873, 3621, 6598, 3401, 5518, 331, 8611, 9008, 8708, 1248, 3018, 2804, 8267, 7292, 575, 8825, 3684, 4048, 2283, 8867, 5699, 6294, 2957, 4219, 6604, 981, 940, 3254, 7690, 6343, 6913, 2031, 4829, 3128, 5504, 8855, 157, 2061, 5037, 5176, 8479, 6459, 2949, 7722, 1742, 2671, 3308, 1407, 822, 2900, 3754, 2672, 8718, 2084, 7442, 7622, 5400, 5276, 7804, 7889, 5103, 3578, 7492, 1307, 6043, 726, 3259, 7417, 6014, 1225, 4400, 5763, 5249, 4149, 3790, 3890, 8035, 8660, 3277, 2877, 1968, 2155, 7207, 3703, 2491, 4748, 6181]"
67,"[1502, 1589, 6027, 1635, 7885, 2511, 3767, 1956, 7708, 4321, 6851, 5773, 2166, 8904, 1665, 5723, 5344, 4518, 609, 6033, 4437, 8512, 6896, 6494, 8164, 1878, 5433, 7307, 3589, 1328, 8602, 962, 2937, 292, 6784, 555, 4265, 4148, 2779, 8862, 6818, 3903, 3023, 3857, 4506, 3624, 3110, 5440, 114, 4715, 4635, 3809, 8645, 7012, 7695, 1820, 4097, 6234, 7850, 4565, 6673, 3000, 7291, 2165, 388, 6340, 6400, 8598, 5835, 2526, 1438, 8383, 3400, 7653, 322, 5711, 4108, 340, 4870, 8491, 6644, 2427, 8285, 1656, 4987, 3382, 3902, 3286, 3122, 4966, 8705, 6730, 5431, 8278, 3898, 2003, 2967, 2246, 7920]"
68,"[2931, 4478, 6698, 6419, 898, 4972, 1032, 3622, 5991, 2781, 5535, 512, 7054, 3950, 1335, 4190, 5508, 2040, 906, 1455, 3714, 2542, 9004, 4259, 4402, 7542, 4815, 4111, 1301, 5951, 7127, 488, 1615, 4833, 7203, 2461, 4394, 6938, 1501, 4728, 7030, 6568, 2329, 3261, 6203, 8796, 5139, 3682, 1864, 4600, 8498, 5368, 1898, 1611, 843, 7229, 8814, 7153, 1938, 72, 1267, 5478, 6924, 7424, 1788, 2530, 8996, 6654, 4555, 5629, 3552, 7349, 4745, 4500, 3894, 286, 134, 8616, 7597, 5501, 2535, 9063, 1083, 888, 2189, 4741, 6530, 954, 4630, 5900, 2038, 3905, 491, 3257, 8061, 1182, 4380, 5698, 7452]"
69,"[1577, 7007, 4205, 8575, 2924, 4029, 7464, 7930, 6503, 3355, 1309, 909, 107, 8098, 7249, 8462, 7817, 1284, 3084, 7828, 8227, 3700, 6437, 4433, 2011, 5950, 3490, 6941, 6011, 4474, 8873, 950, 4495, 1652, 7675, 6673, 8627, 8080, 5849, 77, 1734, 6849, 4755, 9, 4425, 2256, 3207, 8605, 7778, 7410, 5705, 4790, 8813, 5533, 6541, 7075, 8382, 3948, 2826, 7363, 452, 5052, 546, 2084, 5696, 7944, 1765, 7455, 695, 9056, 7869, 4477, 4138, 6458, 2965, 5455, 5226, 29, 4689, 69, 1543, 2822, 3518, 3881, 7566, 7875, 2467, 7151, 6144, 2792, 7713, 5653, 2846, 5388, 8159, 1735, 8792, 5360, 78]"
